LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,WARNING_SENT,time,id
260000.0,1,2,1,63,-1,-1,-1,0,0,-1,3382.0,2403.0,1161.0,772.0,383.0,1661.0,2519.0,1201.0,1.0,1.0,1668.0,2507.0,0,0,1,4971
150000.0,2,2,2,26,2,0,0,0,0,0,56956.0,58756.0,59945.0,60751.0,62120.0,63315.0,2716.0,2761.0,2400.0,2500.0,2400.0,1860.0,0,0,1,4974
100000.0,2,2,1,36,0,0,0,0,0,0,92688.0,94925.0,96865.0,99196.0,101000.0,0.0,3000.0,2746.0,3156.0,3000.0,0.0,0.0,0,0,1,4978
200000.0,2,1,2,30,0,0,0,0,-2,-2,199229.0,132458.0,59153.0,0.0,0.0,0.0,6101.0,3500.0,0.0,0.0,0.0,0.0,1,1,1,4983
270000.0,2,1,1,31,0,0,0,0,0,0,86716.0,88329.0,91247.0,91823.0,93164.0,95211.0,6000.0,6005.0,4000.0,4000.0,4000.0,5000.0,0,0,1,4984
410000.0,2,2,1,50,0,0,0,0,0,0,246659.0,248934.0,246011.0,240845.0,213767.0,214410.0,11000.0,10000.0,7500.0,8000.0,8000.0,7000.0,0,0,1,4991
160000.0,2,3,1,58,-1,-1,-1,-1,-1,-1,2034.0,68942.0,40194.0,942.0,942.0,942.0,68942.0,40194.0,942.0,942.0,942.0,942.0,0,0,1,4993
20000.0,2,2,1,36,0,0,0,0,0,0,16320.0,18044.0,19003.0,19224.0,19050.0,19353.0,2000.0,1283.0,1003.0,1000.0,1002.0,1005.0,0,0,1,4995
200000.0,2,2,1,45,0,0,0,0,0,0,193641.0,121830.0,122181.0,121888.0,66771.0,65495.0,4543.0,5000.0,4500.0,3100.0,3000.0,1300.0,1,1,1,4997
420000.0,2,2,2,28,-1,0,0,0,0,-1,27186.0,27759.0,21103.0,22217.0,23440.0,61084.0,5009.0,5006.0,5000.0,5000.0,61084.0,3000.0,0,0,1,5004
30000.0,2,2,2,26,0,0,0,0,0,0,12479.0,10100.0,10923.0,10549.0,4747.0,4864.0,1233.0,1056.0,500.0,500.0,1000.0,2000.0,0,0,1,5009
20000.0,1,3,2,26,0,0,-2,-2,-2,-2,16320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5010
190000.0,2,2,1,34,0,0,2,2,2,0,86730.0,93705.0,91317.0,96079.0,94428.0,100618.0,9310.0,0.0,7200.0,0.0,8000.0,4000.0,0,0,1,5017
90000.0,1,2,2,26,0,0,-2,-2,-2,-2,70182.0,-18.0,-18.0,-18.0,-18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5018
460000.0,2,1,2,38,0,0,0,0,0,0,296815.0,283744.0,273414.0,250033.0,238734.0,226905.0,10279.0,10084.0,9025.0,9036.0,8526.0,7272.0,0,0,1,5021
20000.0,1,2,2,27,0,0,-1,0,0,0,19331.0,18225.0,18418.0,19297.0,19000.0,19683.0,1209.0,19330.0,2303.0,1000.0,1000.0,1000.0,0,0,1,5025
50000.0,1,2,1,25,0,0,0,0,0,0,48213.0,47750.0,46153.0,45572.0,45412.0,44985.0,1800.0,1700.0,1585.0,2000.0,2000.0,1600.0,0,0,1,5026
200000.0,1,1,2,30,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20271.0,0,0,1,5027
80000.0,2,3,1,53,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5028
500000.0,1,1,1,40,-1,-1,-1,-1,-1,-1,11640.0,12831.0,11520.0,12486.0,11609.0,12660.0,12836.0,11525.0,12489.0,11614.0,12665.0,543.0,1,1,1,5030
130000.0,2,1,2,29,-1,-1,-1,-1,0,0,280.0,1954.0,304.0,978.0,652.0,326.0,2038.0,311.0,1000.0,0.0,0.0,326.0,1,1,1,5040
310000.0,1,1,2,28,0,0,0,0,0,0,272588.0,169978.0,156699.0,131276.0,118837.0,119402.0,9978.0,6699.0,11276.0,9695.0,19402.0,6270.0,1,1,1,5041
50000.0,2,3,2,61,0,0,0,2,2,0,36205.0,38609.0,42996.0,43992.0,43155.0,44436.0,3000.0,5064.0,2000.0,0.0,2000.0,2000.0,0,0,1,5049
20000.0,2,2,1,39,0,0,0,0,0,0,45629.0,46661.0,47594.0,49281.0,18714.0,19162.0,2500.0,2400.0,2000.0,900.0,800.0,600.0,0,0,1,5050
100000.0,2,1,2,25,-1,0,0,-1,-1,0,16659.0,13585.0,7886.0,5578.0,8608.0,11756.0,10000.0,4000.0,5578.0,11756.0,10000.0,5470.0,0,0,1,5052
20000.0,1,2,2,43,0,0,0,0,0,0,19197.0,19997.0,20060.0,18780.0,19580.0,0.0,1500.0,1500.0,1000.0,800.0,0.0,0.0,0,0,1,5057
200000.0,2,1,1,35,-1,-1,-1,-1,0,-1,10118.0,2105.0,483.0,5452.0,389.0,389.0,2106.0,486.0,6175.0,1.0,390.0,390.0,0,0,1,5058
150000.0,1,2,1,35,-1,-1,-1,-1,-1,-1,4030.0,592.0,2483.0,4556.0,1606.0,2047.0,593.0,2490.0,4573.0,1610.0,2053.0,4349.0,0,0,1,5069
130000.0,2,1,1,55,0,0,0,0,0,0,126205.0,128064.0,131524.0,46445.0,44973.0,45578.0,4998.0,5946.0,1620.0,1623.0,1659.0,1749.0,0,0,1,5072
80000.0,2,2,1,41,-2,-2,-2,-2,-2,-2,7274.0,6280.0,21016.0,14422.0,5157.0,6579.0,6280.0,21115.0,14422.0,5157.0,6579.0,11251.0,0,0,1,5073
320000.0,2,2,1,29,-1,-1,-1,0,0,0,3196.0,7655.0,204787.0,122501.0,63816.0,17257.0,7655.0,205211.0,6100.0,5000.0,2000.0,8000.0,1,1,1,5077
50000.0,2,3,1,57,0,-1,-1,-1,-1,-1,3964.0,1690.0,3780.0,1468.0,1468.0,1644.0,1690.0,3780.0,1468.0,1468.0,1644.0,1363.0,0,0,1,5082
50000.0,2,1,2,31,0,0,0,0,0,0,30291.0,31498.0,32205.0,32846.0,33535.0,34201.0,2000.0,1534.0,1175.0,1218.0,1224.0,1281.0,0,0,1,5087
280000.0,2,2,2,28,-2,-2,-2,-2,-2,-2,17795.0,4117.0,1199.0,247.0,0.0,1896.0,4125.0,1201.0,249.0,0.0,1896.0,548.0,0,0,1,5088
80000.0,2,2,1,53,0,0,0,0,0,0,37242.0,37634.0,38281.0,38993.0,39268.0,39620.0,2000.0,2000.0,2000.0,2000.0,1408.0,1300.0,0,0,1,5089
360000.0,2,1,2,26,-1,0,0,-2,-2,-2,1374.0,12920.0,0.0,0.0,0.0,0.0,12534.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5091
360000.0,1,1,2,26,0,-1,-1,0,-1,-1,11910.0,1356.0,4073.0,17812.0,2981.0,1936.0,1500.0,5000.0,15000.0,3000.0,2000.0,1033.0,0,0,1,5094
280000.0,2,2,1,31,0,0,0,2,2,2,127609.0,76057.0,75377.0,68277.0,72042.0,65921.0,6000.0,6000.0,0.0,4800.0,0.0,2226.0,0,0,1,5097
120000.0,1,1,2,26,0,0,0,0,0,0,19544.0,24230.0,28022.0,29249.0,29926.0,35357.0,5000.0,4200.0,2000.0,1300.0,6000.0,6000.0,0,0,1,5098
140000.0,2,2,1,35,-1,-1,-1,-1,-1,-1,4694.0,4340.0,4332.0,4058.0,2929.0,4345.0,4340.0,4332.0,4172.0,5544.0,4345.0,2178.0,1,1,1,5101
240000.0,2,1,1,33,-2,-2,-1,0,-1,-1,9187.0,4740.0,5240.0,7795.0,3771.0,1891.0,5005.0,5240.0,4101.0,3771.0,1891.0,46438.0,0,0,1,5103
70000.0,2,3,2,40,0,0,0,0,0,0,60525.0,60932.0,60190.0,25126.0,24718.0,27726.0,14011.0,14494.0,6019.0,7010.0,8007.0,5008.0,0,0,1,5104
20000.0,2,5,3,35,0,0,0,0,0,0,17962.0,17858.0,17972.0,16592.0,15369.0,16247.0,1336.0,1211.0,1500.0,1300.0,1500.0,1000.0,0,0,1,5106
290000.0,2,1,2,29,0,0,0,0,0,0,62029.0,46716.0,39340.0,22587.0,24219.0,26647.0,3000.0,2000.0,2000.0,2000.0,3000.0,2000.0,0,0,1,5118
150000.0,1,2,2,37,-1,0,0,0,0,0,69012.0,63265.0,64131.0,64942.0,61803.0,58987.0,2500.0,2500.0,3780.0,2200.0,2000.0,2000.0,0,0,1,5120
200000.0,1,1,1,37,-1,2,-1,-1,-1,-1,446.0,123.0,123.0,200.0,123.0,280.0,0.0,123.0,200.0,123.0,280.0,151.0,1,1,1,5121
30000.0,2,5,2,23,2,2,-1,-1,-1,-1,2826.0,2068.0,16952.0,15336.0,24336.0,436.0,0.0,16952.0,16104.0,14000.0,486.0,0.0,0,0,1,5126
360000.0,1,3,1,51,-1,-1,-1,-1,-1,-1,3019.0,2438.0,1008.0,1250.0,0.0,860.0,2444.0,1008.0,1250.0,0.0,860.0,0.0,0,0,1,5127
200000.0,1,3,1,43,0,0,0,0,0,0,146206.0,150404.0,154977.0,157166.0,160870.0,164101.0,5404.0,5854.0,5000.0,5000.0,4600.0,5000.0,0,0,1,5137
140000.0,2,1,2,27,0,0,0,0,0,0,16437.0,18848.0,21209.0,25503.0,27918.0,37186.0,3000.0,3000.0,5000.0,3000.0,10000.0,4000.0,0,0,1,5138
250000.0,2,1,2,42,-1,-1,-1,-1,-1,0,4673.0,16014.0,4063.0,5589.0,15895.0,9948.0,17381.0,4063.0,6018.0,15895.0,1000.0,5928.0,0,0,1,5139
200000.0,1,1,1,43,0,0,-1,0,0,0,202225.0,-4359.0,190829.0,96686.0,100131.0,102467.0,1029.0,200000.0,10000.0,5000.0,4000.0,4000.0,0,0,1,5140
80000.0,2,1,2,30,0,0,0,0,0,0,44999.0,45843.0,46879.0,47799.0,48876.0,49909.0,2100.0,2100.0,2000.0,2000.0,2000.0,4500.0,0,0,1,5141
360000.0,2,1,2,29,-1,2,-1,-1,0,-1,780.0,390.0,390.0,540.0,540.0,390.0,0.0,390.0,540.0,390.0,390.0,390.0,0,0,1,5143
20000.0,1,1,2,43,0,0,2,-1,-1,0,13361.0,18302.0,13348.0,512.0,18141.0,11575.0,6020.0,141.0,1048.0,23261.0,134.0,0.0,1,1,1,5151
80000.0,1,2,2,24,0,0,0,0,0,0,79047.0,81120.0,69986.0,46965.0,46518.0,47330.0,3837.0,2800.0,2008.0,1700.0,2000.0,1800.0,0,0,1,5153
150000.0,1,1,2,30,0,-1,-1,-1,-1,-2,4785.0,2087.0,1200.0,4100.0,0.0,0.0,2087.0,1212.0,4100.0,0.0,0.0,0.0,0,0,1,5156
80000.0,2,2,2,26,0,0,0,0,0,0,56373.0,57301.0,58017.0,56556.0,57890.0,58657.0,2129.0,2014.0,1985.0,3000.0,3001.0,2266.0,0,0,1,5164
330000.0,1,1,1,37,-1,-1,-1,-1,-2,-2,8447.0,-1.0,176.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0,0,1,5166
200000.0,1,3,1,40,0,0,0,0,0,0,187431.0,192558.0,196537.0,76167.0,76810.0,72039.0,8124.0,8339.0,5004.0,2961.0,2579.0,2761.0,0,0,1,5167
140000.0,2,2,2,26,0,0,2,0,0,-1,28282.0,148806.0,139462.0,125046.0,46364.0,83460.0,125000.0,6.0,4578.0,1427.0,87179.0,26291.0,1,1,1,5169
80000.0,2,3,3,29,-1,0,0,0,0,0,76121.0,70109.0,58186.0,56234.0,53229.0,45519.0,2456.0,2053.0,1812.0,1819.0,1686.0,1224.0,0,0,1,5174
200000.0,2,2,1,47,-1,-1,0,0,0,0,528.0,13921.0,14943.0,14692.0,14733.0,14820.0,13921.0,1528.0,500.0,528.0,655.0,284.0,0,0,1,5181
150000.0,2,1,1,36,-1,-1,-1,-1,-1,-1,13447.0,17877.0,25172.0,4694.0,6292.0,13943.0,17914.0,25349.0,4694.0,6324.0,14433.0,17378.0,0,0,1,5182
100000.0,1,2,1,40,0,0,0,-1,-1,-1,99958.0,76554.0,58610.0,9779.0,12273.0,2701.0,2975.0,2789.0,9779.0,12273.0,3105.0,16828.0,0,0,1,5183
200000.0,2,5,2,34,-1,-1,-1,-1,-1,-1,13943.0,8943.0,1662.0,2553.0,1977.0,3175.0,8964.0,1662.0,2553.0,1977.0,3175.0,1804.0,0,0,1,5185
230000.0,1,1,2,39,0,0,0,0,-2,-2,38395.0,39943.0,20650.0,0.0,0.0,0.0,2500.0,2000.0,0.0,0.0,0.0,0.0,0,0,1,5186
500000.0,2,2,2,31,-2,-1,-1,-1,0,0,4543.0,8723.0,17058.0,19858.0,19974.0,22774.0,9001.0,10000.0,3000.0,10000.0,6000.0,10000.0,0,0,1,5194
50000.0,2,1,2,25,0,0,0,0,-1,0,16762.0,19126.0,13918.0,8239.0,6376.0,10077.0,4029.0,4031.0,3000.0,6376.0,5000.0,0.0,0,0,1,5196
50000.0,2,2,1,42,0,0,0,0,0,0,47971.0,47627.0,47750.0,48194.0,48111.0,48664.0,2087.0,2100.0,1900.0,1900.0,1900.0,1900.0,0,0,1,5197
330000.0,1,2,1,43,-1,-1,-1,0,0,-1,13200.0,9843.0,15440.0,45033.0,64723.0,3784.0,9863.0,15440.0,35033.0,30000.0,3874.0,25349.0,0,0,1,5203
500000.0,2,1,1,35,-1,-1,-1,-1,-1,-1,2153.0,9869.0,4055.0,3000.0,3000.0,8063.0,9869.0,4065.0,3000.0,3000.0,8063.0,6000.0,0,0,1,5204
50000.0,2,1,2,35,0,0,0,2,0,0,30716.0,29768.0,31155.0,30124.0,29984.0,29629.0,1600.0,4300.0,0.0,1100.0,1500.0,1500.0,0,0,1,5208
50000.0,2,2,1,43,-1,-1,-1,-1,-1,-1,560.0,1121.0,195.0,197.0,197.0,197.0,1121.0,195.0,197.0,197.0,197.0,197.0,0,0,1,5209
20000.0,1,1,2,25,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,5210
500000.0,2,2,1,30,-2,-2,-2,-2,-2,-2,344.0,5757.0,1820.0,2308.0,807.0,4966.0,5757.0,1820.0,2308.0,807.0,4966.0,3240.0,0,0,1,5213
80000.0,2,2,1,47,0,0,2,0,0,0,77714.0,79049.0,79206.0,78031.0,78293.0,78870.0,5000.0,3000.0,3000.0,3000.0,3000.0,5000.0,1,1,1,5219
170000.0,1,1,2,35,0,0,0,0,0,-2,169282.0,173226.0,134832.0,70479.0,0.0,0.0,10126.0,5667.0,9223.0,0.0,0.0,0.0,0,0,1,5220
50000.0,2,2,1,24,0,0,0,0,0,0,48928.0,32646.0,31428.0,24880.0,26098.0,26886.0,2000.0,3505.0,2000.0,8000.0,4000.0,3650.0,1,1,1,5221
20000.0,1,2,2,24,0,0,0,0,0,0,19102.0,18054.0,19026.0,19406.0,18258.0,18694.0,1318.0,1290.0,670.0,663.0,740.0,536.0,0,0,1,5230
50000.0,1,1,2,25,0,0,0,0,0,0,18595.0,18326.0,18814.0,19189.0,19233.0,19108.0,1310.0,1297.0,672.0,837.0,836.0,836.0,0,0,1,5231
150000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,7310.0,4756.0,1919.0,8144.0,2969.0,8642.0,4756.0,1919.0,8144.0,2969.0,8642.0,0.0,0,0,1,5234
250000.0,1,1,1,46,-1,2,-1,-1,-1,-2,5379.0,992.0,12738.0,2310.0,0.0,0.0,0.0,12738.0,2310.0,0.0,0.0,840.0,0,0,1,5237
380000.0,1,1,1,32,0,0,0,0,0,0,53369.0,73954.0,35199.0,31136.0,28839.0,14584.0,30307.0,5044.0,5036.0,5081.0,2022.0,2026.0,0,0,1,5238
70000.0,2,1,2,28,0,0,0,0,0,0,53690.0,54374.0,47762.0,44487.0,45618.0,46706.0,2208.0,1800.0,2000.0,2000.0,2000.0,3000.0,0,0,1,5243
160000.0,2,1,2,31,0,0,0,0,0,0,160843.0,153543.0,157871.0,143690.0,134386.0,138038.0,6000.0,7225.0,5000.0,5000.0,5900.0,4992.0,0,0,1,5244
240000.0,2,2,1,34,-2,-2,-2,-2,-2,-2,6170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5245
300000.0,2,1,2,27,-2,-2,-2,-2,-2,-2,3102.0,1499.0,318.0,2488.0,187.0,607.0,1506.0,319.0,2488.0,187.0,607.0,1945.0,0,0,1,5246
20000.0,2,2,2,40,0,0,0,0,0,0,6689.0,7723.0,8730.0,8936.0,8994.0,9244.0,1300.0,1294.0,500.0,350.0,400.0,400.0,0,0,1,5250
200000.0,1,1,1,63,-1,-1,-1,-1,-1,-1,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,316.0,0,0,1,5253
260000.0,2,3,3,55,0,0,0,0,0,0,185441.0,190942.0,194161.0,197287.0,172561.0,165409.0,10000.0,8000.0,7150.0,7057.0,7396.0,4060.0,0,0,1,5256
80000.0,2,3,2,25,-1,-1,-1,-1,-1,-1,571.0,3948.0,4695.0,390.0,1289.0,935.0,3952.0,4695.0,390.0,1289.0,935.0,390.0,0,0,1,5257
250000.0,2,1,2,32,-1,-1,-1,-1,-1,-1,165.0,165.0,165.0,165.0,165.0,315.0,165.0,165.0,165.0,165.0,315.0,130.0,0,0,1,5258
180000.0,2,2,1,33,0,0,0,0,0,-1,30781.0,31202.0,31188.0,32979.0,22526.0,13338.0,2000.0,1408.0,2979.0,2526.0,13338.0,15186.0,0,0,1,5263
50000.0,1,2,2,45,0,0,0,0,0,0,46090.0,48343.0,50157.0,18675.0,18542.0,17129.0,3000.0,3000.0,1008.0,1000.0,1000.0,1000.0,0,0,1,5264
230000.0,1,1,1,41,-1,-1,-1,-2,-2,-2,9360.0,9650.0,0.0,0.0,0.0,0.0,9650.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5266
170000.0,2,1,2,28,0,0,0,0,0,0,12324.0,13467.0,14394.0,15249.0,15999.0,16753.0,1350.0,1158.0,1100.0,1000.0,1025.0,1512.0,0,0,1,5271
50000.0,2,3,1,55,0,0,0,0,0,0,37234.0,37942.0,38003.0,11625.0,18442.0,9743.0,1963.0,2025.0,562.0,339.0,1200.0,600.0,0,0,1,5279
10000.0,1,2,3,37,0,0,-1,0,0,-2,8634.0,3192.0,1352.0,13352.0,0.0,0.0,1000.0,676.0,6000.0,120.0,0.0,0.0,0,0,1,5280
300000.0,2,1,1,36,0,0,0,0,0,0,272899.0,254078.0,252427.0,254160.0,250645.0,245851.0,9251.0,10505.0,9157.0,9319.0,9600.0,8500.0,0,0,1,5285
520000.0,2,1,2,33,0,0,0,0,0,0,485298.0,499489.0,413019.0,168770.0,168964.0,191188.0,22000.0,18300.0,26500.0,30000.0,27000.0,25000.0,1,1,1,5286
200000.0,2,2,3,57,0,0,0,0,0,0,79761.0,79515.0,80592.0,86216.0,88071.0,90842.0,3500.0,3000.0,7000.0,3400.0,4400.0,6500.0,0,0,1,5287
120000.0,2,2,2,24,0,0,0,0,0,0,32317.0,33496.0,34481.0,30102.0,30220.0,33523.0,2000.0,2000.0,2000.0,3000.0,6000.0,0.0,0,0,1,5291
20000.0,1,1,2,33,0,0,0,0,0,0,17593.0,38478.0,19703.0,19697.0,17303.0,1554.0,1472.0,1400.0,394.0,346.0,31.0,0.0,0,0,1,5293
520000.0,1,1,2,34,0,0,0,0,0,0,9568.0,8211.0,6850.0,13178.0,17059.0,17528.0,5014.0,5010.0,13009.0,10035.0,10007.0,5025.0,0,0,1,5295
200000.0,2,2,1,29,0,0,0,0,0,0,61518.0,66541.0,53862.0,37056.0,19790.0,20842.0,25138.0,2569.0,793.0,49.0,15085.0,44701.0,0,0,1,5298
150000.0,2,1,1,38,-1,-1,-1,-1,-1,-1,110.0,564.0,13347.0,13155.0,10610.0,8394.0,567.0,13504.0,13221.0,10663.0,8436.0,2468.0,1,1,1,5304
500000.0,1,2,1,31,0,0,0,0,0,0,378886.0,382234.0,274586.0,273718.0,168418.0,167635.0,15057.0,11035.0,11035.0,7029.0,8035.0,10388.0,0,0,1,5306
100000.0,2,3,2,31,0,0,0,0,-1,-1,85030.0,49489.0,50424.0,51563.0,780.0,0.0,1820.0,2308.0,3000.0,780.0,0.0,0.0,0,0,1,5310
50000.0,2,2,2,24,0,0,2,0,0,0,18201.0,26525.0,12969.0,13758.0,14390.0,16571.0,14813.0,1000.0,1000.0,1000.0,3000.0,1000.0,0,0,1,5312
80000.0,2,1,1,50,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5313
80000.0,2,2,2,23,-1,-1,-2,-2,-2,-2,309.0,-77.0,-77.0,-270.0,-463.0,-656.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,5317
270000.0,2,2,1,33,-1,-1,-1,-1,-1,0,11489.0,8874.0,3567.0,1556.0,7952.0,10794.0,8874.0,3567.0,1556.0,7952.0,4000.0,2000.0,0,0,1,5318
30000.0,2,3,1,60,0,0,0,2,0,0,11575.0,12351.0,13505.0,12677.0,12995.0,13443.0,1600.0,2000.0,0.0,1000.0,1000.0,1000.0,0,0,1,5319
500000.0,1,2,2,30,-1,-1,-1,-1,-1,-1,869.0,2496.0,1924.0,976.0,986.0,1200.0,2507.0,1933.0,980.0,990.0,1206.0,1069.0,0,0,1,5320
60000.0,2,1,2,26,-1,-1,2,-1,0,-1,3437.0,16932.0,2301.0,6220.0,2227.0,10416.0,16960.0,0.0,6227.0,0.0,10416.0,0.0,0,0,1,5321
200000.0,1,1,1,45,-1,-1,-1,-1,-1,-1,577.0,0.0,2470.0,0.0,1350.0,1006.0,0.0,2470.0,0.0,1350.0,1006.0,0.0,0,0,1,5325
200000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,665.0,2618.0,963.0,1459.0,1028.0,878.0,2618.0,963.0,1459.0,1028.0,878.0,878.0,0,0,1,5328
50000.0,1,3,1,42,0,0,0,0,0,0,47838.0,49246.0,50376.0,9408.0,9605.0,9806.0,2180.0,2310.0,336.0,348.0,360.0,349.0,0,0,1,5330
20000.0,2,2,3,52,0,0,2,0,0,0,8586.0,10041.0,10571.0,10995.0,11169.0,11979.0,1600.0,1000.0,600.0,500.0,1000.0,500.0,0,0,1,5331
580000.0,2,1,1,31,0,0,0,0,0,0,484798.0,475282.0,485511.0,488800.0,500723.0,511905.0,19000.0,20036.0,20000.0,20000.0,20056.0,16987.0,0,0,1,5333
50000.0,2,1,1,38,0,0,-1,-1,-1,-1,19926.0,21658.0,3445.0,99.0,949.0,137.0,4158.0,3500.0,1000.0,1000.0,200.0,900.0,1,1,1,5335
140000.0,2,3,2,23,0,0,0,0,0,0,100448.0,103990.0,104462.0,43810.0,44434.0,45251.0,5450.0,4200.0,1810.0,1765.0,2000.0,1665.0,0,0,1,5346
60000.0,2,2,1,37,0,0,0,0,0,0,57694.0,58656.0,59750.0,60602.0,53838.0,54609.0,2800.0,3000.0,2800.0,2100.0,2123.0,2100.0,0,0,1,5355
500000.0,1,1,1,34,-1,-1,-1,-1,-1,-1,1895.0,1086.0,740.0,0.0,1868.0,1883.0,1086.0,740.0,0.0,1868.0,1883.0,621.0,0,0,1,5356
230000.0,1,2,1,34,0,0,0,0,0,0,131887.0,133440.0,134272.0,136281.0,138687.0,118873.0,5005.0,5007.0,5000.0,5008.0,5000.0,4005.0,0,0,1,5361
500000.0,2,2,1,52,-1,-1,-1,-1,-1,-1,7593.0,8660.0,0.0,30498.0,1174.0,0.0,8677.0,0.0,30498.0,1174.0,0.0,800.0,0,0,1,5363
50000.0,1,3,3,55,0,0,0,0,0,0,45555.0,41372.0,41544.0,13007.0,16233.0,14952.0,1968.0,1843.0,434.0,5000.0,582.0,679.0,1,1,1,5365
200000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,6549.0,9389.0,18475.0,1016.0,4934.0,7749.0,9421.0,14068.0,3.0,4948.0,7770.0,23918.0,0,0,1,5367
100000.0,2,2,1,44,0,0,0,0,0,2,39000.0,40123.0,41217.0,42193.0,44722.0,44024.0,1900.0,1900.0,1800.0,3200.0,0.0,2000.0,0,0,1,5368
450000.0,1,2,1,44,-1,-1,-1,-1,-1,-1,3004.0,5938.0,3700.0,14327.0,14890.0,6687.0,5971.0,3712.0,14347.0,14903.0,6707.0,25963.0,0,1,1,5370
190000.0,1,1,2,33,0,0,0,0,0,0,137502.0,127014.0,120826.0,112211.0,110396.0,113386.0,6112.0,4202.0,4200.0,4200.0,5000.0,4200.0,0,0,1,5373
30000.0,2,1,2,30,0,0,0,0,0,0,32751.0,33804.0,31336.0,32389.0,33142.0,33999.0,1600.0,2000.0,1500.0,1200.0,1330.0,2500.0,0,0,1,5374
50000.0,1,1,2,24,-1,-1,-1,-1,-1,-1,390.0,0.0,672.0,-108.0,2830.0,0.0,0.0,672.0,0.0,2938.0,0.0,0.0,1,1,1,5381
40000.0,2,2,1,38,0,0,0,0,0,0,38491.0,36881.0,37968.0,36155.0,36933.0,37666.0,3000.0,2000.0,1500.0,1500.0,1500.0,2000.0,0,0,1,5382
50000.0,2,2,1,48,-1,-1,2,-1,-1,-1,1079.0,7179.0,6478.0,7527.0,3060.0,1490.0,7651.0,0.0,7535.0,3060.0,1490.0,1095.0,0,0,1,5385
50000.0,2,3,1,44,1,-1,-1,-1,-1,-1,-42.0,26267.0,26372.0,7490.0,5155.0,0.0,26309.0,26479.0,7490.0,5155.0,0.0,12754.0,1,1,1,5386
30000.0,2,1,2,24,-1,-1,-1,-1,-1,0,784.0,390.0,7480.0,0.0,1803.0,1023.0,390.0,7480.0,0.0,1803.0,0.0,0.0,0,0,1,5393
50000.0,1,3,1,39,-1,-1,-1,-1,-1,-1,2522.0,0.0,2866.0,1961.0,1261.0,2681.0,13196.0,2866.0,1961.0,1261.0,2681.0,1261.0,0,0,1,5396
140000.0,2,1,2,25,-1,0,0,-2,-2,-2,2229.0,15985.0,0.0,0.0,0.0,0.0,15980.0,0.0,0.0,0.0,0.0,0.0,1,1,1,5399
50000.0,1,1,2,34,0,0,0,0,0,0,48559.0,47008.0,15435.0,10235.0,9119.0,8237.0,2573.0,2000.0,500.0,459.0,500.0,500.0,0,0,1,5402
260000.0,2,2,1,43,-2,-2,-2,-2,-2,-2,690.0,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5410
230000.0,1,1,1,40,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,5411
30000.0,1,2,1,38,0,0,0,0,0,0,29723.0,30428.0,26558.0,27265.0,27953.0,28456.0,2000.0,2000.0,1500.0,1500.0,1500.0,1500.0,0,0,1,5416
180000.0,1,1,1,50,0,0,0,0,0,0,181624.0,182765.0,180769.0,141352.0,142078.0,141695.0,9021.0,6126.0,4856.0,4990.0,5133.0,5002.0,0,0,1,5418
200000.0,1,1,2,36,-1,-1,0,0,0,0,1801.0,9483.0,60571.0,57990.0,9568.0,82.0,9556.0,60025.0,5032.0,5054.0,5000.0,3000.0,0,0,1,5420
80000.0,1,2,2,25,0,0,0,0,0,0,31780.0,33261.0,34703.0,36125.0,38374.0,39382.0,2000.0,2000.0,2000.0,3000.0,1800.0,2000.0,1,1,1,5422
